,name,wins,losses,draws,Height:,Weight:,Reach:,STANCE:,DOB:,SLpM:,Str. Acc.:,SApM:,Str. Def:,,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:
6114,Gerald Meerschaert,35,1,-0,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987",3.11,43%,3.45,52%,,2.17,37%,29%,1.7
6115,Pedro Munhoz,19,7,0,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986",5.40,44%,5.96,58%,,0.55,20%,81%,0.6
6116,Derrick Mehmen,19,9,0,"6' 4""",205 lbs.,--,,"May 30, 1985",1.93,14%,4.53,48%,,1.00,16%,0%,0.0
6117,Che Mills,16,1,-0,"6' 1""",170 lbs.,"76""",Orthodox,"Sep 29, 1982",2.08,52%,2.87,43%,,1.18,66%,58%,0.0
6118,Felix Lee Mitchell,2,,-0,--,--,--,Orthodox,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6119,Claudio Mattos,5,,-0,--,185 lbs.,--,Orthodox,--,0.00,0%,3.53,0%,,0.00,0%,0%,0.0
6120,Steve Montgomery,9,,-0,"6' 4""",185 lbs.,--,Southpaw,"Dec 19, 1990",4.85,39%,4.12,47%,,0.00,0%,64%,0.0
6121,Nate Maness,14,2,0,"5' 10""",135 lbs.,"72""",Orthodox,"Jun 27, 1991",1.95,42%,4.79,40%,,1.01,75%,77%,0.3
6122,Bryce Mejia,3,,-0,"6' 1""",170 lbs.,--,,--,3.49,62%,6.98,50%,,0.00,0%,0%,0.0
6123,Ian McCall,13,5,1,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984",3.59,39%,3.25,67%,,2.08,30%,88%,0.0
6124,Sabina Mazo,9,,-0,"5' 7""",125 lbs.,"70""",Orthodox,"Mar 25, 1997",6.10,43%,4.35,57%,,0.65,80%,59%,0.2
6125,Troy Mandaloniz,3,,-0,"5' 9""",170 lbs.,--,Orthodox,"Feb 01, 1980",3.52,56%,4.71,63%,,3.10,66%,57%,0.0
6126,Brad Mitchell,4,,-0,"5' 11""",145 lbs.,--,,"Oct 10, 1974",1.15,33%,4.20,52%,,0.00,0%,100%,1.9
6127,Lauren Murphy,16,5,0,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",3.84,40%,4.45,58%,,1.11,34%,71%,0.1
6128,Andrew Montanez,9,,2-1,--,185 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6129,Marcos Mariano,6,,-0,"6' 1""",155 lbs.,"76""",Switch,"Oct 12, 1986",0.25,27%,2.11,43%,,0.00,0%,28%,0.0
6130,Adam Milstead,8,,-0,"6' 3""",205 lbs.,"76""",Orthodox,"Jul 03, 1987",3.85,46%,4.79,43%,,0.00,0%,64%,0.0
6131,Lucas Martins,19,3,0,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988",2.87,35%,4.14,60%,,0.00,0%,76%,0.5
6132,Muhammad Mokaev,8,,-0,"5' 7""",125 lbs.,"70""",Orthodox,"Jul 30, 2000",0.88,41%,0.81,51%,,11.27,46%,0%,0.9
6133,Justin McCully,11,5,2,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976",1.58,37%,2.02,46%,,1.28,44%,43%,0.0
6134,Henry Martinez,9,,-0,"5' 7""",155 lbs.,"69""",Southpaw,"Aug 07, 1983",2.79,25%,4.01,60%,,0.00,0%,80%,0.0
6135,Jon Madsen,8,,-0,"6' 0""",240 lbs.,"72""",Orthodox,"Feb 12, 1980",2.46,41%,1.18,81%,,1.32,71%,70%,0.0
6136,Brandon Moreno,20,6,2,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993",3.58,39%,3.33,57%,,1.71,44%,68%,0.6
6137,Andreas Michailidis,13,6,0,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 18, 1988",2.90,51%,3.57,44%,,1.12,27%,50%,0.0
6138,Bernardo Magalhaes,13,4,0,"5' 9""",155 lbs.,--,Orthodox,"Apr 08, 1981",1.80,27%,3.37,68%,,0.00,0%,0%,0.5
6139,Klayton Mai,8,,-0,"5' 9""",125 lbs.,--,,"Nov 30, 1986",1.53,42%,1.02,63%,,3.83,100%,0%,7.7
6140,Daniel McWilliams,15,3,-0,"6' 1""",185 lbs.,--,,--,3.36,77%,0.00,0%,,0.00,0%,100%,21.6
6141,Cody McKenzie,16,1,-0,"6' 0""",155 lbs.,"72""",Switch,"Dec 16, 1987",1.74,34%,2.50,67%,,2.50,25%,14%,2.5
6142,Sara McMann,13,6,0,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980",2.26,46%,1.92,47%,,4.38,65%,50%,0.5
6143,Gray Maynard,13,7,1,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",1.92,32%,2.64,66%,,2.91,47%,81%,0.7
6144,Adriano Martins,28,9,0,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 16, 1982",1.80,38%,2.14,65%,,0.83,80%,81%,0.4
6145,Scott McAfee,14,7,0,"5' 8""",155 lbs.,--,Orthodox,"Aug 23, 1983",0.00,0%,1.33,50%,,0.00,0%,0%,0.0
6146,Rashid Magomedov,20,2,0,"5' 9""",155 lbs.,"70""",Orthodox,"Nov 29, 1984",4.40,49%,3.05,54%,,0.67,57%,89%,0.2
6147,Christian Morecraft,8,,-0,"6' 6""",260 lbs.,"81""",Orthodox,"Sep 08, 1986",2.82,34%,2.46,46%,,3.26,66%,50%,2.2
6148,Terrance McKinney,13,4,0,"5' 10""",155 lbs.,"73""",Switch,"Sep 15, 1994",4.70,56%,2.11,53%,,5.11,50%,100%,2.0
6149,Yancy Medeiros,15,8,0,"5' 10""",155 lbs.,"75""",Orthodox,"Sep 07, 1987",4.36,37%,5.67,47%,,0.33,50%,73%,0.7
6150,Erick Montano,7,,-0,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985",2.79,44%,2.06,64%,,2.29,36%,66%,0.0
6151,Dustin Moore,0,,-0,"5' 4""",125 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6152,Jason McLean,6,,-0,"5' 5""",145 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6153,Neil Magny,26,1,-0,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",3.59,46%,2.16,55%,,2.31,40%,57%,0.3
6154,Daniel Marcos,12,0,0,"5' 7""",135 lbs.,--,Orthodox,"Mar 07, 1993",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6155,Ryan McGivern,13,7,0,"6' 0""",185 lbs.,--,Orthodox,"Jan 17, 1980",2.22,29%,2.22,57%,,0.00,0%,0%,0.0
6156,Pietro Menga,13,0,0,"5' 7""",125 lbs.,"68""",Southpaw,"Feb 15, 1988",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6157,Zabit Magomedsharipov,18,1,0,"6' 1""",145 lbs.,"73""",Orthodox,"Mar 01, 1991",4.89,48%,3.00,64%,,5.22,56%,77%,0.8
6158,Jamie Moyle,4,,-0,"5' 1""",115 lbs.,"65""",Orthodox,"Mar 17, 1989",4.51,51%,4.00,65%,,1.00,21%,50%,0.0
6159,Jameel Massouh,26,9,0,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 12, 1984",1.91,54%,2.62,55%,,0.67,15%,50%,0.7
6160,Poppies Martinez,29,1,-0,"5' 9""",145 lbs.,--,,"Aug 19, 1983",2.88,50%,2.16,51%,,1.54,33%,50%,9.2
6161,Andre Muniz,23,4,0,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990",1.91,55%,1.45,52%,,3.71,40%,45%,2.1
6162,Vinny Magalhaes,14,9,0,"6' 3""",205 lbs.,"75""",Orthodox,"Jul 02, 1984",2.14,24%,3.97,68%,,1.55,44%,66%,0.8
6163,Caio Machado,14,7,0,--,145 lbs.,--,,"Jul 20, 1994",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6164,Fabio Mello,11,8,0,"5' 5""",155 lbs.,--,Southpaw,--,0.86,35%,3.94,50%,,0.00,0%,0%,0.0
6165,Danny Martinez,21,8,0,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 14, 1985",2.73,28%,3.77,63%,,3.00,45%,36%,0.0
6166,Nicholas Musoke,13,5,0,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 05, 1986",3.56,35%,3.80,57%,,1.16,19%,82%,0.2
6167,Leonardo Mafra,13,4,0,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 25, 1989",4.55,48%,4.38,43%,,2.12,83%,69%,0.4
6168,Maheshate,9,,-0,"6' 0""",155 lbs.,"71""",Orthodox,"Dec 01, 1999",3.45,31%,3.39,57%,,0.00,0%,0%,0.0
6169,Ilima Macfarlane,6,,-0,"5' 4""",125 lbs.,--,,--,4.13,43%,2.93,65%,,0.00,0%,50%,1.0
6170,James Mulheron,11,2,0,"5' 10""",243 lbs.,"73""",Orthodox,"Feb 20, 1988",2.40,31%,3.47,42%,,0.00,0%,25%,0.0
6171,Eric Magana,1,,-0,--,--,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6172,Jennifer Maia,19,9,1,"5' 4""",125 lbs.,"64""",Orthodox,"Oct 06, 1988",3.61,36%,4.24,54%,,0.33,30%,55%,0.1
6173,David Mitchell,22,7,0,"6' 0""",170 lbs.,"75""",Orthodox,"Oct 24, 1979",1.74,32%,2.06,55%,,0.66,50%,29%,2.0
6174,Richardson Moreira,7,,-0,"6' 2""",185 lbs.,--,Orthodox,"Mar 31, 1984",1.17,28%,1.83,67%,,0.00,0%,100%,0.0
6175,John Moraga,19,7,0,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 20, 1984",2.57,43%,2.55,56%,,0.62,23%,44%,1.1
6176,Michael Mangan,0,,-0,--,155 lbs.,--,,--,1.94,33%,4.52,46%,,19.35,50%,100%,0.0
6177,Peggy Morgan,4,,-0,"6' 1""",135 lbs.,--,,"Dec 16, 1979",2.27,23%,8.20,33%,,0.00,0%,50%,0.0
6178,Dave Martin,0,,-0,"6' 0""",205 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6179,Levan Makashvili,15,2,1,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 07, 1989",2.87,54%,2.07,61%,,3.67,42%,85%,0.0
6180,Alexander Morgan,11,5,0,"5' 10""",145 lbs.,"71""",Orthodox,"May 14, 1991",3.71,44%,2.78,47%,,0.00,0%,0%,0.0
6181,Augusto Montano,15,3,0,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984",3.46,46%,2.66,56%,,0.00,0%,66%,0.0
6182,Guy Mezger,30,1,-2,"6' 1""",200 lbs.,--,Orthodox,"Jan 01, 1968",2.30,32%,1.36,72%,,0.39,50%,88%,0.0
6183,Motoki Miyazawa,7,,-0,"5' 11""",168 lbs.,--,Southpaw,--,1.23,28%,3.91,61%,,0.00,0%,0%,0.0
6184,Dong Hyun Ma,16,1,-3,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 09, 1988",2.84,41%,4.10,54%,,1.27,53%,33%,0.0
6185,Naoki Matsushita,12,1,-11,"5' 6""",155 lbs.,--,Orthodox,--,3.30,32%,2.20,63%,,1.50,100%,0%,0.0
6186,Damir Mirenic,9,,-0,"6' 0""",185 lbs.,--,Orthodox,"Aug 02, 1974",0.84,50%,9.86,35%,,0.00,0%,0%,0.0
6187,Michal Martinek,7,,-0,"6' 2""",230 lbs.,--,Southpaw,"Apr 19, 1990",2.45,53%,4.29,51%,,0.00,0%,0%,0.0
6188,Ailiya Muratbek,9,,-0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6189,Vanessa Melo,11,8,0,"5' 5""",135 lbs.,"65""",Orthodox,"Mar 27, 1988",3.48,30%,6.13,59%,,0.00,0%,71%,0.0
6190,Kris Moutinho,9,,-0,"5' 7""",135 lbs.,"68""",Southpaw,"Aug 09, 1992",4.86,32%,15.48,28%,,0.00,0%,0%,0.0
6191,Tim McKenzie,14,9,0,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 21, 1982",1.37,54%,2.96,44%,,0.00,0%,28%,2.1
6192,Jon Manley,9,,-0,"6' 1""",170 lbs.,--,Orthodox,"Jul 07, 1986",1.13,20%,4.33,45%,,1.00,7%,20%,0.0
6193,Eliot Marshall,10,4,0,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980",1.93,27%,2.39,67%,,0.47,33%,79%,0.9
6194,Omar Morales,11,3,0,"5' 11""",155 lbs.,"73""",Orthodox,"Oct 17, 1985",3.47,38%,3.12,61%,,0.54,100%,63%,0.0
6195,Alberto Montes,4,,-0,"5' 7""",135 lbs.,--,,"May 31, 1994",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6196,Elaina Maxwell,7,,-0,"5' 8""",145 lbs.,--,Orthodox,"Dec 16, 1978",2.07,60%,2.40,53%,,0.00,0%,50%,1.0
6197,Bristol Marunde,16,1,-0,"6' 1""",170 lbs.,"75""",Orthodox,"Apr 20, 1982",1.42,21%,4.40,47%,,1.60,33%,14%,0.0
6198,Valesca Machado,8,,-0,"5' 4""",115 lbs.,"63""",Orthodox,"May 06, 1996",2.40,32%,2.87,64%,,0.00,0%,76%,0.0
6199,Chris Manuel,9,,-2,"5' 9""",135 lbs.,--,Orthodox,"Jul 21, 1987",2.53,40%,2.67,66%,,1.00,20%,100%,0.0
6200,Carl Malenko,6,,-0,"5' 11""",200 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6201,Zachary Micklewright,15,3,0,"6' 0""",155 lbs.,"74""",Southpaw,"Aug 21, 1976",5.56,53%,4.72,54%,,0.70,12%,100%,0.0
6202,Miles McDonald,2,,-0,"5' 7""",115 lbs.,--,,"Aug 13, 1991",5.10,45%,4.00,43%,,0.00,0%,100%,1.0
6203,Alonzo Menifield,12,3,0,"6' 0""",205 lbs.,"76""",Orthodox,"Oct 18, 1987",3.88,56%,3.23,53%,,0.82,30%,83%,0.2
6204,Yoshiro Maeda,35,1,-5,"5' 7""",139 lbs.,"68""",Southpaw,"Oct 31, 1981",2.36,33%,2.55,63%,,2.93,51%,50%,0.7
6205,Aaron Miller,14,1,-0,"5' 9""",145 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6206,Gabriel Miglioli,9,,-0,"5' 8""",170 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6207,Jake Matthews,18,5,0,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",3.17,45%,2.18,61%,,1.85,41%,66%,0.6
6208,Ryan Madigan,5,,-0,"6' 0""",170 lbs.,--,Orthodox,--,0.00,0%,3.35,47%,,0.00,0%,0%,0.0
6209,Hidetaka Monma,18,1,-4,"6' 0""",168 lbs.,--,Orthodox,"Oct 23, 1973",1.67,25%,9.76,34%,,0.00,0%,0%,0.0
6210,Nate Marquardt,35,1,-2,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",2.71,49%,2.32,55%,,1.87,51%,70%,0.8
6211,Carmelo Marrero,16,6,0,"6' 0""",205 lbs.,"73""",Orthodox,"Jan 26, 1981",0.84,34%,2.04,54%,,3.21,36%,36%,0.9
6212,Juliana Miller,4,,-0,"5' 7""",125 lbs.,"66""",Orthodox,"May 07, 1996",3.87,63%,2.15,37%,,4.30,100%,0%,1.1
6213,Gilbert Melendez,22,8,0,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982",3.44,33%,2.53,63%,,1.64,41%,71%,0.2
6214,Flavio Luiz Moura,19,7,0,"5' 11""",183 lbs.,--,Open Stance,--,0.67,16%,0.00,0%,,0.00,0%,0%,0.0
6215,Eric Martin,0,,-0,--,--,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6216,Vinicius Moreira,9,,-0,"6' 4""",205 lbs.,"76""",Orthodox,"Feb 28, 1989",3.15,59%,5.07,43%,,1.97,18%,0%,1.3
6217,Charles McTorry,3,,-0,--,--,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6218,Bill Mahood,20,7,1,"6' 3""",200 lbs.,--,Orthodox,"Feb 01, 1967",1.54,85%,3.59,17%,,0.00,0%,0%,3.9
6219,Kin Moy,8,,-0,"5' 5""",135 lbs.,--,,--,2.30,33%,1.93,62%,,1.67,42%,50%,1.7
6220,Kazuyuki Miyata,15,9,0,"5' 8""",139 lbs.,--,Orthodox,--,2.04,52%,1.82,63%,,4.31,46%,68%,0.0
6221,Jamie Mullarkey,15,5,0,"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994",4.18,43%,4.88,53%,,2.53,30%,66%,0.2
6222,Dokonjonosuke Mishima,21,7,2,"5' 7""",155 lbs.,--,Southpaw,"Apr 19, 1972",1.06,41%,1.22,52%,,2.47,40%,25%,1.4
6223,Belal Muhammad,21,3,0,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988",4.31,43%,3.58,59%,,2.29,35%,91%,0.2
6224,Jason Miller,23,1,-0,"6' 1""",185 lbs.,--,Orthodox,"Dec 24, 1980",1.83,43%,2.30,49%,,1.31,28%,43%,1.3
6225,Roshan Mainam,6,,-0,--,135 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6226,Jose Maria,37,7,0,"5' 5""",125 lbs.,--,Orthodox,"Jan 04, 1982",3.20,53%,3.98,52%,,2.32,27%,33%,2.3
6227,Maryna Moroz,11,3,0,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991",4.04,32%,3.98,52%,,0.78,22%,47%,0.8
6228,Josh McDonald,9,,-0,--,185 lbs.,--,,--,0.80,57%,3.40,33%,,9.00,50%,0%,0.0
6229,Chad Mendes,18,5,0,"5' 6""",145 lbs.,"66""",Orthodox,"May 01, 1985",2.78,49%,2.35,67%,,4.13,55%,100%,0.3
6230,Todd Medina,11,9,0,"5' 10""",193 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6231,Bea Malecki,4,,-0,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 23, 1991",6.84,46%,6.96,62%,,0.00,0%,78%,1.1
6232,Marnic Mann,5,,-0,"5' 0""",115 lbs.,--,Southpaw,"Mar 05, 1993",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6233,Renato Moicano,16,5,1,"5' 11""",155 lbs.,"72""",Orthodox,"May 21, 1989",4.80,48%,4.07,61%,,1.70,48%,73%,0.6
6234,John Marsh,8,,-0,"6' 0""",265 lbs.,--,Orthodox,"Sep 15, 1970",0.83,42%,2.23,40%,,0.43,100%,54%,0.4
6235,Melchor Manibusan,2,,-0,"5' 5""",154 lbs.,--,Southpaw,"Dec 27, 1976",1.58,54%,5.79,15%,,0.00,0%,0%,0.0
6236,Gabriel Miranda,16,6,0,"5' 11""",155 lbs.,"71""",Orthodox,"Mar 25, 1990",3.80,54%,7.97,37%,,2.85,33%,0%,0.0
6237,Matt Mitrione,12,5,0,"6' 3""",265 lbs.,"82""",Switch,"Jul 15, 1978",3.55,50%,2.79,64%,,0.00,0%,55%,0.7
6238,Kris McCray,8,,-0,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 24, 1981",2.69,45%,2.57,54%,,2.88,55%,38%,0.0
6239,Mike Moreno,6,,-0,"6' 0""",185 lbs.,--,,--,1.27,51%,1.07,58%,,0.00,0%,44%,0.0
6240,Ronny Markes,17,5,0,"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988",2.17,53%,2.43,45%,,3.13,40%,100%,0.5
6241,Angela Magana,11,9,0,"5' 1""",115 lbs.,"65""",Orthodox,"Aug 02, 1983",1.53,28%,4.92,42%,,0.40,25%,28%,0.4
6242,Juan Miranda,7,,-0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6243,Scott Morris,2,,-0,"5' 10""",210 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6244,Darrell Montague,13,5,0,"5' 6""",125 lbs.,"67""",Southpaw,"Nov 03, 1987",1.92,25%,5.38,52%,,0.72,25%,33%,1.4
6245,Mana Martinez,9,,-0,"5' 10""",135 lbs.,"70""",Orthodox,"Mar 25, 1996",3.80,50%,3.55,41%,,0.93,66%,12%,0.9
6246,Shoji Maruyama,12,9,1,"5' 7""",139 lbs.,--,Orthodox,"Apr 24, 1983",1.40,63%,0.27,55%,,0.00,0%,54%,0.0
6247,James Moontasri,9,,-0,"5' 10""",170 lbs.,"71""",Switch,"Apr 10, 1988",2.39,48%,3.86,40%,,0.00,0%,79%,0.2
6248,Danny Mitchell,19,9,1,"6' 2""",170 lbs.,--,Orthodox,"Aug 08, 1986",2.53,49%,2.53,52%,,0.00,0%,100%,3.0
6249,Frank Megallon,2,,-0,"5' 10""",185 lbs.,--,Southpaw,--,1.14,21%,5.32,54%,,0.00,0%,0%,0.0
6250,Adam Meredith,5,,-0,"6' 2""",170 lbs.,--,,--,2.63,50%,2.11,55%,,7.89,100%,100%,7.9
6251,John Makdessi,18,8,0,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",5.52,50%,4.04,69%,,0.00,0%,85%,0.0
6252,Michael Morales,14,0,0,"6' 0""",170 lbs.,"79""",Orthodox,"Jun 24, 1999",5.36,51%,4.10,40%,,1.98,40%,86%,0.0
6253,Jeremy May,13,1,-0,"6' 1""",185 lbs.,--,,"Oct 23, 1986",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6254,Olivier Murad,6,,-0,"5' 10""",145 lbs.,"72""",Southpaw,"Dec 21, 1993",2.60,36%,2.20,61%,,1.00,100%,55%,0.0
6255,Christina Marks,8,,-0,"5' 7""",125 lbs.,"69""",Orthodox,"Nov 08, 1985",5.00,58%,3.00,64%,,7.50,100%,0%,0.0
6256,Mike Minniger,0,,-0,--,--,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6257,John Matua,1,,-0,"6' 2""",400 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6258,Tomoya Miyashita,17,9,7,"5' 7""",139 lbs.,--,Southpaw,--,1.67,65%,0.93,33%,,4.00,80%,0%,2.0
6259,Tiffany Masters,2,,-0,"5' 3""",115 lbs.,"65""",Orthodox,"Jul 31, 1994",3.53,62%,2.58,50%,,3.06,60%,0%,0.0
6260,James McSweeney,15,1,-0,"6' 4""",230 lbs.,"77""",Switch,"Oct 24, 1980",3.94,55%,4.33,42%,,0.52,33%,100%,1.1
6261,Rory MacDonald,19,4,0,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989",3.75,42%,2.80,62%,,1.77,47%,88%,0.4
6262,Jeff Monson,60,2,-1,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971",0.97,30%,2.87,59%,,1.06,12%,66%,0.7
6263,Vladimir Matyushenko,27,8,0,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 04, 1971",1.90,44%,1.62,59%,,3.25,46%,70%,0.1
6264,Daijiro Matsui,13,2,-7,"5' 9""",200 lbs.,--,Orthodox,"Dec 05, 1972",0.84,45%,1.69,55%,,1.83,30%,43%,0.4
6265,War Machine,14,5,0,"5' 11""",170 lbs.,--,Orthodox,"Nov 30, 1981",2.32,60%,3.17,43%,,1.16,50%,40%,0.0
6266,Alex Morono,22,7,0,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",5.36,43%,4.01,57%,,0.32,20%,51%,0.3
6267,Ikuhisa Minowa,60,4,-8,"5' 9""",181 lbs.,--,Orthodox,"Jan 12, 1976",0.88,40%,1.66,49%,,1.82,41%,5%,1.9
6268,Pat Miletich,29,7,2,"5' 10""",170 lbs.,--,Orthodox,"Mar 09, 1968",1.79,45%,1.66,63%,,1.96,100%,54%,1.0
6269,Kazunari Murakami,5,,-0,"6' 1""",220 lbs.,--,Orthodox,"Nov 29, 1973",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6270,Jesse Murray,8,,-0,"6' 3""",205 lbs.,"78""",Orthodox,"Jan 26, 1993",2.38,28%,7.72,43%,,0.00,0%,0%,0.0
6271,Michael McDonald,17,4,0,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 15, 1991",2.69,42%,2.76,57%,,1.09,66%,52%,1.4
6272,Dan Miller,14,8,0,"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981",2.03,36%,3.06,49%,,1.67,54%,47%,1.8
6273,Garrett Mueller,3,,-0,"5' 9""",135 lbs.,--,,"Jan 29, 1989",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6274,Andre Mussi,11,5,0,"6' 3""",242 lbs.,--,Orthodox,--,0.00,0%,10.59,35%,,0.00,0%,0%,0.0
6275,Julian Marquez,9,,-0,"6' 2""",185 lbs.,"72""",Orthodox,"May 08, 1990",4.18,43%,3.84,51%,,0.00,0%,53%,3.0
6276,Jim Miller,35,1,-0,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2.79,41%,2.93,58%,,1.62,43%,47%,1.8
6277,Stipe Miocic,20,4,0,"6' 4""",240 lbs.,"80""",Orthodox,"Aug 19, 1982",4.82,53%,3.82,54%,,1.86,34%,68%,0.0
6278,Nazareno Malegarie,28,4,0,"5' 8""",155 lbs.,--,,"May 16, 1986",3.87,34%,3.27,69%,,1.00,33%,0%,0.0
6279,Francesco Maturi,0,,-0,--,--,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
6280,Jacob Malkoun,6,,-0,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 26, 1995",3.09,58%,2.76,43%,,6.95,38%,0%,0.7
6281,Michael McDonald,1,,-0,"5' 11""",205 lbs.,--,Orthodox,"Feb 06, 1965",0.00,0%,0.40,50%,,0.00,0%,0%,0.0
6282,Bojan Mihajlovic,10,6,0,"5' 11""",205 lbs.,"73""",Orthodox,"Mar 30, 1980",1.23,35%,5.95,47%,,0.00,0%,33%,0.0
6283,Bobby Moffett,13,5,0,"5' 10""",145 lbs.,"73""",Orthodox,"Jun 01, 1990",3.41,39%,3.15,61%,,2.74,66%,66%,1.4
6284,Gan McGee,13,5,0,"6' 10""",265 lbs.,--,Orthodox,"Nov 20, 1976",2.20,29%,2.31,59%,,0.65,25%,83%,0.0
6285,Thiago Moises,16,6,0,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995",2.48,37%,4.02,56%,,1.11,36%,60%,1.2
6286,Bryce Mitchell,15,1,0,"5' 10""",145 lbs.,"70""",Southpaw,"Oct 04, 1994",2.28,63%,1.39,59%,,3.40,52%,33%,1.9
6287,Mark Madsen,12,0,0,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 23, 1984",3.77,47%,3.92,55%,,3.90,66%,50%,0.0
6288,Charles McCarthy,10,5,0,"5' 10""",185 lbs.,"71""",Orthodox,"Aug 06, 1980",0.18,12%,4.03,56%,,2.67,60%,0%,2.7
6289,Anthony Morrison,20,1,-0,"5' 7""",145 lbs.,--,Orthodox,"Mar 29, 1984",1.70,33%,0.49,80%,,0.00,0%,50%,0.0
6290,Mike Malott,8,,-1,"6' 1""",170 lbs.,"73""",Orthodox,"Nov 07, 1991",5.02,40%,4.19,54%,,1.55,33%,0%,0.8
6291,Ian Murphy,1,,-0,"6' 1""",185 lbs.,--,Orthodox,"Jun 14, 1985",0.00,0%,1.93,30%,,4.13,100%,0%,0.0
6292,Anthony Macias,26,1,-0,"5' 9""",185 lbs.,--,Switch,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
